ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
7.76,386.03,0.73,260.95,38.28,3.69,1
8.02,878.18,0.72,452.6,59.14,0.89,1
7.61,569.65,2.21,295.12,58.05,0.99,1
7.66,340.6,1.86,40.54,24.41,4.3,1
6.92,881.04,1.31,194.8,58.69,1.0,1
8.15,315.07,2.65,385.14,34.74,1.48,1
7.11,814.03,2.4,210.36,45.55,1.82,1
7.57,191.93,2.01,97.67,9.54,2.35,0
7.61,738.83,1.92,305.77,54.48,0.69,1
7.89,706.98,2.5,82.64,13.68,1.84,1
8.18,693.85,0.95,42.28,68.64,0.39,1
6.51,635.68,2.4,54.07,50.94,2.72,1
8.44,0.0,0.64,253.34,38.66,0.0,1
7.74,568.94,0.21,180.51,65.94,0.93,1
6.7,968.18,2.05,74.8,74.53,5.1,1
7.45,172.93,0.52,440.05,15.97,2.31,1
6.83,83.61,1.49,251.66,29.93,4.62,1
7.17,313.04,1.44,438.54,110.7,0.4,1
6.87,849.0,0.55,103.52,83.36,2.94,1
7.1,29.9,1.22,254.17,37.08,0.0,1
7.14,0.0,0.84,160.59,35.11,5.56,1
7.74,151.9,0.02,272.88,86.39,5.37,1
7.96,902.75,1.7,191.35,9.23,2.82,1
8.24,407.44,1.76,400.77,16.99,1.11,0
7.32,830.49,0.75,317.76,48.19,3.88,1
7.71,755.24,2.15,441.81,67.06,3.54,1
6.37,571.11,1.55,288.07,52.14,2.97,1
7.65,798.01,0.08,139.2,83.39,4.37,0
8.88,343.74,2.43,407.94,90.04,1.66,1
6.45,570.38,1.38,82.66,50.01,4.37,0
8.3,358.4,0.04,318.83,31.85,1.33,1
8.31,0.0,0.42,237.53,70.79,2.62,1
7.25,729.0,1.18,94.95,13.66,2.26,1
8.1,275.11,0.0,355.46,85.05,1.04,1
7.04,314.63,1.18,38.92,83.5,2.17,1
8.18,791.2,0.09,0.0,80.41,4.55,1
6.63,371.68,0.66,165.29,64.03,0.63,1
6.63,135.17,1.97,296.19,22.47,2.45,1
8.15,600.05,0.38,317.46,65.94,2.11,1
7.32,548.89,0.0,51.56,52.37,0.59,0
6.7,0.0,0.54,280.5,21.05,0.31,1
7.29,487.68,0.9,515.11,4.64,1.83,1
7.08,502.1,0.27,493.57,28.45,2.24,1
7.42,64.13,1.78,371.83,22.44,2.33,1
7.95,892.03,2.93,154.78,23.47,1.47,1
8.42,717.58,2.28,166.05,80.9,1.15,1
6.69,560.97,1.51,281.98,122.08,2.86,1
7.78,826.11,2.02,471.35,102.39,4.17,1
8.54,66.01,2.49,449.04,53.19,1.88,1
7.43,131.22,2.1,212.26,49.66,2.32,1
8.01,1137.48,3.15,153.33,0.0,3.13,0
6.63,565.59,1.43,158.65,19.6,1.63,1
8.4,368.5,2.38,455.91,49.69,0.28,1
7.44,470.89,2.0,419.84,55.48,3.98,1
8.55,798.68,1.93,279.63,43.6,1.88,1
8.08,509.99,2.54,168.28,73.47,0.31,1
8.09,106.46,0.07,334.94,80.72,2.53,1
6.51,107.26,2.32,232.06,58.51,3.31,1
7.79,249.98,0.48,314.47,0.0,0.53,0
6.92,0.0,1.37,100.02,66.15,4.6,1
6.89,0.0,2.18,0.0,78.06,2.97,1
7.38,494.23,2.04,213.04,81.61,4.19,1
7.52,367.55,0.29,175.36,91.58,3.46,1
7.31,0.0,1.87,122.16,59.59,3.26,1
8.21,733.65,0.98,582.25,63.53,4.13,1
6.13,380.45,0.0,373.27,11.2,1.78,1
6.88,939.37,1.3,144.42,56.33,1.12,1
7.43,479.65,2.0,469.22,61.51,3.14,1
8.27,567.11,0.0,56.5,80.3,2.85,1
7.33,426.83,2.15,222.78,100.45,2.69,1
7.37,650.54,0.0,385.92,1.08,1.71,1
8.38,175.59,1.17,525.52,5.9,4.85,1
7.87,340.54,0.98,425.61,34.64,3.22,1
7.08,961.04,0.14,50.7,70.26,2.87,1
6.88,273.79,2.92,310.6,20.53,0.0,1
7.91,367.09,2.9,0.0,83.92,1.37,1
8.52,944.86,2.78,30.54,71.13,1.62,1
7.73,505.94,0.85,415.43,86.54,4.92,1
6.68,327.61,2.6,11.51,28.6,1.09,1
7.5,898.43,1.3,0.0,37.54,2.73,1
7.15,327.25,0.54,76.84,0.0,4.17,1
7.45,163.13,2.1,251.1,44.75,3.22,1
7.68,927.81,0.19,293.38,95.94,3.76,1
8.21,281.67,0.1,79.97,43.95,2.16,1
7.17,262.02,2.78,278.57,47.69,1.33,0
7.34,860.01,0.9,499.37,97.09,1.0,1
8.2,165.69,2.29,81.01,78.81,2.37,1
8.1,943.7,1.59,0.0,38.58,3.31,1
7.89,622.93,0.15,323.44,85.97,1.84,1
7.41,1075.81,1.08,23.08,62.22,4.81,1
8.22,377.99,0.72,382.79,42.46,1.84,1
7.68,341.65,0.57,0.0,14.78,1.24,1
8.33,783.93,0.03,18.44,66.43,3.74,1
6.9,927.64,1.26,211.06,52.55,3.78,1
6.42,353.4,0.56,423.45,42.36,3.32,1
7.97,309.2,0.98,117.73,11.17,2.15,1
7.2,336.94,3.21,154.18,70.2,0.0,1
8.2,48.02,2.73,460.52,90.7,2.77,1
7.52,465.37,2.17,172.58,38.96,1.76,1
7.45,450.65,0.69,131.65,9.31,1.37,1
6.68,511.15,1.78,237.77,104.51,3.74,1
8.17,0.0,2.2,119.92,73.12,5.25,1
6.51,236.38,1.74,0.0,8.67,3.94,1
8.38,223.83,1.06,426.04,47.39,1.57,1
7.89,134.5,1.25,0.0,37.84,2.86,1
6.88,361.67,1.4,460.43,27.87,4.94,0
7.08,1083.75,1.15,291.44,60.68,4.59,1
7.83,336.37,2.33,17.0,58.4,0.13,1
7.39,93.88,1.77,96.03,30.84,1.3,1
6.79,659.88,2.3,335.7,37.68,2.57,1
7.43,1071.44,3.1,251.48,90.77,1.97,0
6.83,756.66,2.08,212.66,72.3,0.8,1
7.31,538.24,0.65,155.85,33.63,1.14,1
7.78,413.42,1.42,452.65,13.36,2.72,0
8.31,197.61,2.58,297.34,33.8,3.73,1
7.72,317.12,0.38,299.94,89.1,3.41,1
6.79,922.49,1.02,460.81,91.27,3.14,1
7.28,834.24,1.64,106.25,35.05,3.29,1
7.37,568.06,2.23,141.0,79.03,2.87,1
8.53,911.54,2.6,414.98,0.0,4.03,1
6.8,725.41,2.25,165.5,88.14,2.06,1
7.7,700.45,2.3,222.38,93.9,3.36,1
8.23,186.6,1.34,329.46,20.11,3.85,1
7.48,219.89,0.01,456.97,23.61,0.0,1
7.25,221.17,2.03,406.96,50.58,1.37,1
7.84,1038.49,0.59,425.19,32.84,2.47,1
7.42,963.06,2.31,245.14,66.58,2.19,1
8.32,941.42,0.36,355.02,33.34,4.42,1
6.64,747.64,0.0,57.06,0.55,1.18,1
7.08,732.14,3.24,106.82,10.6,4.21,1
6.4,417.87,1.11,139.08,62.71,2.6,1
7.96,904.73,1.37,398.82,77.22,1.49,1
6.98,200.94,0.46,402.15,17.36,0.0,1
8.23,650.59,3.21,355.74,63.23,2.77,1
7.94,0.0,0.0,137.33,75.89,1.49,1
8.19,1054.05,1.97,345.3,53.56,1.05,1
7.01,908.51,2.24,174.5,34.45,1.61,1
6.68,160.71,0.69,442.17,90.75,1.35,1
7.48,779.28,0.12,172.69,35.22,3.32,1
8.41,992.48,0.35,197.75,84.03,3.44,0
7.99,26.92,0.27,89.87,59.83,2.25,1
6.45,735.39,2.53,44.64,0.0,3.17,1
7.99,544.91,1.67,204.35,55.93,0.67,1
8.28,624.36,2.35,224.04,27.22,3.03,1
8.56,974.87,2.35,270.88,78.6,4.47,0
8.28,710.85,2.15,368.89,46.21,4.15,1
8.22,129.1,0.45,523.41,32.84,0.13,1
7.88,528.36,1.23,400.06,71.05,1.56,0
7.05,471.46,3.08,321.3,70.72,3.18,1
6.41,63.52,2.9,253.09,33.65,2.4,1
7.71,134.19,1.91,48.56,59.47,2.5,1
7.03,416.9,1.68,227.89,41.09,4.11,1
7.32,261.51,1.71,0.0,82.99,4.24,1
8.19,0.0,1.08,93.46,35.61,2.6,1
7.75,707.59,0.57,379.15,0.0,1.51,1
7.79,781.17,1.99,64.54,10.57,4.67,0
8.33,475.26,3.34,434.66,60.56,2.09,0
6.93,558.68,3.1,356.4,30.15,1.91,1
8.43,772.07,0.73,311.35,49.61,0.77,1
8.38,809.84,0.05,377.22,24.42,4.28,1
7.36,486.58,1.24,38.86,32.79,2.95,1
7.39,21.24,0.79,141.98,80.43,1.06,1
6.99,862.21,2.38,268.3,91.78,0.83,1
8.57,0.0,1.04,485.07,9.95,5.23,0
7.14,246.11,2.45,23.97,79.69,0.73,1
6.65,513.72,0.28,313.97,40.54,3.37,1
7.97,536.41,2.84,336.13,67.91,2.76,1
7.67,683.64,1.03,218.69,77.08,3.34,0
7.9,614.89,2.36,390.41,16.13,3.17,1
7.89,905.84,2.3,386.73,35.63,1.54,1
6.77,448.58,2.47,148.34,86.58,2.75,1
6.61,751.21,0.5,286.99,55.71,4.32,0
7.31,440.88,0.49,564.65,98.37,2.43,1
6.89,33.64,1.21,320.25,91.11,2.71,1
7.64,5.21,2.93,231.29,102.12,2.47,1
8.01,535.91,2.4,222.35,71.49,1.24,1
8.0,480.86,2.05,23.71,0.0,1.88,1
7.94,392.66,2.08,389.65,80.99,3.71,1
6.66,190.59,0.0,66.32,24.69,2.58,1
6.48,97.56,2.67,427.38,21.09,1.28,1
8.15,435.73,2.36,475.42,57.69,5.34,1
6.66,340.4,2.33,421.4,18.57,2.03,1
7.37,941.31,2.36,424.59,4.62,0.91,1
6.64,145.76,0.52,357.66,66.4,1.12,1
8.62,969.68,2.06,98.38,86.41,4.53,1
6.74,881.93,2.15,242.39,17.89,3.75,1
7.09,588.12,2.09,322.09,50.32,1.91,1
8.0,711.32,0.52,110.47,82.25,0.35,1
7.85,627.84,2.37,372.24,33.51,4.63,1
8.12,539.11,2.74,123.43,42.99,0.27,1
8.02,716.87,2.77,294.4,93.38,2.03,1
7.28,849.88,0.96,143.88,11.26,3.17,1
6.51,218.65,3.01,115.78,40.13,5.41,1
8.07,859.12,0.66,443.44,29.27,3.14,1
8.35,89.81,1.61,373.05,80.36,0.82,1
6.35,109.37,2.9,60.52,32.79,2.18,1
8.09,597.21,1.59,391.77,75.53,4.87,1
7.0,282.85,1.15,423.51,40.08,1.55,1
7.29,442.24,2.45,328.54,91.65,1.06,1
7.62,714.6,1.81,325.76,19.85,0.44,1
7.71,358.5,0.49,149.66,73.11,4.19,1
9.04,930.12,0.82,366.91,0.0,3.75,1
7.73,1007.28,2.44,149.51,16.84,2.5,1
7.56,361.87,2.31,451.56,38.13,1.96,1
7.92,353.92,0.53,366.43,74.11,2.12,1
7.4,671.61,1.13,213.71,62.53,1.03,1
7.47,274.59,2.4,453.04,76.31,2.5,1
7.41,529.34,1.03,479.77,85.8,2.82,1
7.74,696.1,0.33,101.67,11.39,2.26,1
7.13,26.43,0.6,142.47,32.24,0.55,1
6.86,766.53,3.32,0.0,83.95,5.08,1
6.69,693.75,1.71,336.73,73.97,3.28,1
7.48,385.92,0.44,48.1,60.41,2.42,1
7.21,135.43,2.74,160.65,48.13,3.17,1
8.45,614.95,1.85,383.05,47.43,0.46,1
8.28,466.59,0.8,159.61,0.0,3.32,1
7.4,991.71,0.2,126.83,9.22,2.71,1
8.04,718.61,0.45,0.0,38.6,3.44,1
8.33,211.01,1.32,10.83,10.68,4.26,1
6.92,959.85,1.32,307.84,19.53,0.62,1
7.37,536.44,0.82,114.96,66.12,0.87,1
7.1,127.52,2.71,323.51,95.14,1.46,1
8.12,599.21,2.43,42.2,61.22,1.99,1
8.25,383.05,1.32,209.52,72.7,3.25,1
7.03,1028.93,2.68,152.33,99.65,3.34,1
8.55,349.47,2.63,467.07,32.98,2.56,1
8.17,433.86,2.62,406.78,64.55,1.04,1
8.29,889.22,2.86,34.4,46.91,2.56,1
7.75,468.98,1.95,23.61,96.85,2.34,1
8.2,780.9,2.55,66.75,40.19,1.56,1
7.17,202.4,2.17,316.64,32.09,4.55,1
7.96,516.85,2.45,335.09,91.37,4.9,1
6.92,46.69,2.74,325.24,71.49,2.71,0
7.51,833.57,1.0,180.24,76.59,0.92,1
8.18,521.15,1.22,233.64,93.83,2.65,1
6.56,101.16,0.57,226.16,32.88,0.77,1
6.67,0.0,2.76,63.55,50.77,4.08,1
7.9,430.36,2.62,397.87,56.86,0.36,1
8.16,76.5,1.59,361.13,93.62,3.4,1
8.0,320.58,1.22,294.65,42.36,3.68,1
7.13,675.25,0.04,93.32,3.26,4.85,1
7.97,362.97,2.83,0.0,39.36,3.68,1
6.35,47.69,2.01,470.18,35.96,2.76,1
8.05,269.8,2.64,479.08,119.35,1.79,1
7.53,325.76,2.31,431.08,76.26,2.94,1
7.85,975.72,1.7,367.53,71.21,1.39,1
7.43,0.0,2.52,220.27,53.06,5.46,1
6.43,606.1,2.46,504.29,41.37,4.8,1
7.8,372.24,2.44,427.83,88.08,0.92,1
7.47,609.5,1.38,195.14,44.47,2.18,1
8.3,745.91,1.14,390.3,16.39,1.29,1
7.29,90.79,2.96,96.17,70.42,1.48,1
6.73,812.77,1.58,221.68,27.52,4.96,1
7.3,692.81,2.29,373.83,50.15,1.54,0
8.04,347.24,1.64,194.35,71.83,3.98,1
8.7,522.67,2.21,305.31,94.74,2.3,1
8.29,424.65,0.33,391.67,13.81,4.84,1
6.57,159.88,0.0,462.04,72.29,1.77,1
7.72,573.82,0.0,175.45,26.8,4.27,1
7.2,869.95,1.77,430.96,64.03,2.97,1
8.43,277.71,0.94,164.31,64.77,3.37,1
7.4,89.74,2.27,88.82,65.73,3.54,1
7.39,319.87,3.29,96.65,61.79,3.82,1
7.59,670.22,0.24,351.43,51.07,1.15,1
7.36,486.65,1.49,118.0,81.85,2.43,0
8.16,979.29,1.55,290.17,56.43,5.11,1
7.53,844.99,2.82,244.81,58.75,3.69,1
7.82,911.45,1.26,172.15,32.98,2.52,1
7.33,561.91,2.85,563.24,48.08,1.82,1
8.03,664.41,0.04,0.0,8.16,0.84,1
7.27,976.67,1.62,193.9,85.03,0.25,1
7.8,6.57,0.75,214.03,25.74,3.17,1
7.27,550.98,0.85,144.9,108.05,0.85,1
7.37,280.88,1.41,173.68,23.66,3.08,1
6.55,844.12,1.45,430.01,69.59,2.64,1
7.36,320.41,1.57,49.89,49.86,2.04,1
6.68,584.31,1.03,335.65,61.41,1.79,1
7.02,389.13,2.12,85.21,73.79,4.49,1
6.55,592.88,2.12,211.06,5.19,0.0,1
7.44,598.46,3.13,204.31,46.29,2.36,1
8.02,823.69,1.82,9.42,5.48,0.1,1
6.88,993.65,0.93,492.67,45.85,4.66,1
6.75,521.16,1.48,186.14,79.72,0.82,1
7.82,617.64,1.91,113.99,57.71,2.85,1
7.15,69.45,0.41,211.01,96.01,3.21,0
7.98,100.34,1.08,461.22,76.77,0.08,1
6.6,668.39,1.52,422.74,46.99,3.63,1
7.4,1072.89,1.72,259.24,20.81,1.56,1
7.45,600.77,0.01,76.01,16.7,3.62,1
6.67,334.26,1.85,369.37,7.37,0.22,1
7.48,604.37,1.57,81.94,71.44,0.77,0
6.98,731.42,0.34,376.78,81.84,2.12,1
7.7,583.02,0.29,0.0,0.0,2.82,1
8.21,439.04,2.99,106.28,56.71,3.38,1
7.3,1058.24,1.15,115.89,72.81,0.38,0
8.14,335.67,0.81,194.92,72.56,2.61,1
6.51,849.34,1.79,14.09,37.47,0.46,1
7.46,623.68,2.01,127.37,83.63,3.19,1
7.48,817.57,0.66,449.98,41.91,2.83,1
7.2,919.24,1.4,463.04,21.5,4.11,1
8.01,960.79,0.34,1.3,45.02,3.3,1
8.11,1107.93,2.14,453.44,33.75,0.0,1
6.88,504.93,2.42,212.68,47.34,0.0,1
6.72,529.39,0.25,482.65,57.92,1.82,1
8.08,766.75,0.89,94.21,13.09,1.88,1
8.56,862.24,0.93,199.02,58.0,5.09,1
7.61,566.77,2.25,318.25,43.82,3.71,1
7.81,0.0,0.43,304.9,69.33,1.68,1
8.41,0.0,1.35,81.97,21.75,1.9,1
8.13,491.39,2.73,238.53,3.53,1.13,1
8.11,874.87,2.88,340.96,66.0,0.38,1
6.5,1083.04,2.29,161.23,32.31,4.32,1
7.76,370.11,0.57,379.76,68.02,0.6,1
7.52,493.96,1.1,367.11,14.64,4.05,1
8.54,402.62,1.09,313.43,35.47,1.44,1
7.35,194.22,1.86,332.11,39.17,2.78,1
7.49,40.81,0.07,0.0,42.22,3.31,1
6.57,464.64,0.0,360.59,55.54,0.0,0
7.66,573.63,2.66,152.43,21.94,3.52,1
7.52,919.88,2.69,113.83,28.81,4.58,1
7.96,0.0,0.49,292.35,49.28,0.0,1
6.47,926.96,2.44,65.84,83.22,5.66,1
8.39,285.59,0.24,87.19,36.2,4.85,1
7.99,500.56,1.03,276.16,12.35,2.5,1
7.79,665.6,3.02,482.43,46.67,3.43,1
6.7,320.97,3.01,22.91,41.13,0.21,1
7.6,1100.07,1.59,59.7,102.77,0.89,1
8.31,1140.49,2.12,89.57,51.88,4.28,1
7.19,855.15,1.27,290.76,17.02,4.54,1
6.68,0.0,2.43,327.28,60.81,1.96,1
7.19,734.34,1.23,199.06,7.36,2.79,1
6.93,550.55,0.53,52.9,27.59,1.8,1
7.66,808.01,0.98,372.88,0.0,1.03,1
7.79,21.85,1.92,145.98,50.69,3.56,1
8.41,310.21,1.8,201.22,13.12,3.7,1
7.98,915.89,2.5,335.94,77.3,0.14,1
7.76,308.29,0.39,420.17,19.83,2.85,1
6.85,88.88,2.48,216.06,114.09,0.43,1
8.54,51.12,2.85,424.79,73.27,0.0,1
8.22,605.74,2.08,159.72,69.23,1.84,1
7.98,597.89,0.06,135.01,45.69,0.02,1
8.13,676.97,0.53,22.68,48.06,2.55,1
8.0,930.05,0.37,138.82,65.35,2.65,1
7.03,0.0,1.21,385.12,39.24,0.85,1
8.02,845.66,2.68,458.75,25.4,3.41,1
7.28,1009.6,0.4,234.28,5.76,0.7,0
7.12,918.73,0.79,73.49,58.44,0.43,1
6.89,824.39,0.15,178.61,7.2,2.4,1
6.83,342.88,1.52,513.16,69.28,0.0,1
7.81,23.91,0.0,271.55,44.79,3.81,1
7.09,967.27,2.71,195.69,15.3,3.06,1
7.39,286.12,2.04,471.36,18.35,0.4,0
8.02,596.64,0.43,253.11,9.41,4.48,1
7.63,543.66,1.94,299.04,0.0,2.85,1
7.61,502.22,1.07,484.89,19.72,4.37,1
8.76,724.5,1.08,462.78,83.93,4.66,1
7.41,666.5,1.85,0.0,0.0,4.17,1
7.62,519.79,0.76,381.29,83.35,4.94,1
6.55,645.9,1.84,170.91,92.42,4.12,0
7.43,485.24,2.07,98.67,102.47,3.41,1
8.33,116.63,2.92,480.91,9.97,4.42,1
6.83,862.73,2.36,199.77,95.52,0.14,1
8.08,767.33,2.05,390.15,60.12,3.93,1
8.29,680.46,2.34,319.65,86.98,3.65,1
7.64,254.37,0.7,63.63,28.93,1.71,1
7.98,0.0,2.84,538.76,55.11,1.98,1
7.3,978.96,0.0,283.82,84.21,0.6,1
6.87,1012.38,2.67,33.54,20.96,1.78,0
7.42,102.03,2.55,336.11,55.59,3.58,1
6.61,513.17,1.34,62.45,73.73,3.04,1
7.08,0.0,2.87,450.93,95.47,4.92,1
6.92,335.07,3.13,342.6,76.27,1.45,1
8.5,735.05,0.0,107.92,0.0,1.54,1
7.26,168.51,1.87,398.82,89.05,3.7,1
6.68,879.37,0.0,415.7,38.96,5.35,1
8.22,987.34,1.91,266.72,72.32,2.06,1
6.59,121.25,0.43,193.19,14.87,2.41,1
8.58,550.17,1.64,143.42,48.99,0.22,1
8.55,377.19,0.0,451.81,14.06,0.51,1
7.96,121.46,1.3,488.56,82.4,4.32,0
7.29,406.55,2.54,245.47,60.13,4.9,1
7.18,473.79,1.44,185.35,88.27,2.65,0
6.41,968.82,3.02,252.17,0.68,4.25,1
7.01,722.31,1.62,157.45,59.54,1.85,1
7.07,150.43,1.13,395.42,67.67,2.61,1
6.75,0.0,2.68,222.71,35.33,3.69,1
8.88,892.24,0.53,327.64,58.68,1.69,1
7.89,606.15,1.52,354.51,31.86,2.86,1
8.27,459.49,2.92,50.43,74.77,3.75,1
7.97,427.0,3.15,84.51,0.0,1.08,1
6.75,709.94,2.12,51.92,71.56,2.67,1
7.63,566.79,0.69,187.45,12.72,2.33,1
6.52,501.52,1.33,413.7,51.55,0.8,1
6.44,206.14,0.7,629.11,51.09,0.81,1
8.48,794.39,0.58,468.93,23.94,0.12,1
7.22,204.48,1.04,360.27,57.35,3.55,1
7.12,99.99,1.07,249.58,38.71,2.95,1
6.72,813.09,0.0,119.72,96.96,2.77,1
8.27,833.34,1.63,338.92,91.58,3.18,1
7.28,196.78,0.53,104.52,92.93,2.21,1
6.57,395.56,1.28,406.34,69.85,2.46,1
7.55,232.29,1.25,376.54,16.95,2.34,1
6.76,725.86,1.61,41.57,37.83,0.49,1
8.33,949.73,2.01,370.89,0.0,2.77,1
7.29,32.57,1.71,0.0,22.69,2.03,1
7.68,641.58,2.41,119.83,74.88,3.24,1
7.4,654.14,2.01,546.89,0.0,4.74,0
7.64,107.69,2.73,309.1,19.0,0.65,1
8.41,555.28,1.97,489.12,49.92,2.74,1
8.0,0.0,3.2,421.82,15.38,3.83,0
6.54,142.54,2.95,129.26,30.79,1.38,1
7.64,1164.37,1.95,376.02,10.59,2.39,1
7.1,0.0,0.8,174.34,52.96,3.94,1
6.58,290.51,1.44,70.52,28.75,2.27,1
6.71,647.81,0.23,0.0,6.3,1.97,1
7.06,462.98,2.23,99.76,98.7,3.29,1
8.4,182.02,1.8,349.62,41.99,3.19,1
8.2,690.1,2.68,321.41,71.84,1.08,1
8.74,244.26,0.33,427.69,27.47,1.91,1
8.07,498.64,0.56,137.73,95.05,4.36,1
7.12,777.27,1.98,414.95,77.74,0.74,1
7.25,965.61,2.41,137.02,43.52,2.76,1
7.21,1103.34,0.0,116.83,22.02,3.58,1
6.91,543.25,0.63,335.67,72.87,0.77,1
7.14,798.33,1.13,242.9,0.0,0.77,1
7.96,587.18,1.21,516.94,58.83,1.48,1
6.56,185.01,0.4,160.5,79.64,2.62,1
7.2,1008.14,0.69,129.45,86.27,0.25,1
7.38,71.46,0.89,416.01,106.34,3.6,1
7.81,651.52,0.18,414.65,42.73,3.14,1
7.55,548.14,0.46,0.0,1.7,4.39,1
8.28,194.34,0.0,160.75,19.94,0.66,1
6.81,41.15,1.23,303.01,22.17,2.76,0
7.22,966.46,2.19,15.47,67.87,3.72,1
7.28,97.58,1.93,142.62,78.15,2.6,1
7.36,881.6,2.57,428.56,98.53,3.02,1
7.96,157.83,0.89,392.44,30.5,2.7,1
8.63,407.31,0.64,82.17,37.27,3.98,1
8.41,236.01,0.58,175.2,13.08,2.65,1
6.33,867.81,0.91,168.6,80.13,3.78,1
7.34,80.56,3.23,340.7,25.25,4.53,1
8.45,908.75,2.09,27.01,43.35,3.65,1
8.43,254.38,1.46,576.62,61.88,2.38,1
7.84,1067.23,2.07,61.73,47.18,1.16,1
7.46,828.3,2.18,227.93,95.94,2.63,1
7.08,165.5,3.01,360.98,10.28,4.83,1
7.85,542.4,0.85,531.47,63.82,6.13,0
8.05,360.34,2.5,239.73,46.68,0.58,1
7.04,563.8,2.12,490.79,19.36,3.41,1
6.75,21.65,0.81,259.58,10.77,0.12,1
6.48,771.68,0.96,206.97,25.97,0.46,1
6.8,526.34,0.38,243.15,49.59,1.73,1
8.29,127.73,1.67,298.98,66.25,0.56,1
7.46,69.72,2.79,326.16,79.79,3.17,1
8.89,963.74,2.48,452.58,95.49,2.87,1
6.88,177.2,0.14,253.62,3.68,2.16,1
7.38,325.93,0.0,203.63,114.53,3.82,1
8.02,58.97,1.04,233.58,43.64,1.81,1
7.8,332.59,0.62,304.37,75.91,1.42,1
6.74,449.61,0.21,0.0,30.3,1.32,1
7.38,617.28,2.17,156.53,61.12,0.05,1
7.44,318.5,0.69,185.24,61.32,3.58,1
8.03,331.92,2.36,384.9,0.0,3.54,1
8.0,608.91,0.54,108.06,89.26,2.19,1
6.5,201.03,3.49,323.0,4.03,3.83,1
8.63,477.18,1.58,265.0,51.68,1.67,1
7.51,667.76,0.61,168.76,9.61,1.71,0
7.91,299.6,2.29,100.94,55.14,0.0,1
7.85,716.51,0.81,353.05,12.19,1.25,1
6.42,0.0,1.7,438.96,71.01,2.15,1
7.0,360.18,1.17,281.44,62.19,3.47,1
6.93,499.29,1.43,126.62,44.37,2.54,1
6.84,110.61,0.71,391.89,96.68,0.35,1
6.81,895.93,1.65,289.62,42.06,0.13,1
7.35,403.82,0.96,460.9,51.33,2.66,1
7.05,465.32,2.95,62.53,58.5,1.86,1
7.55,356.59,0.6,409.01,106.5,4.9,1
7.94,884.52,0.99,279.61,21.36,4.4,1
6.72,69.69,1.31,446.94,66.38,1.7,1
6.45,977.83,0.79,305.11,3.03,2.31,1
8.26,961.95,0.47,0.0,76.96,3.85,1
7.55,150.4,1.28,220.89,6.32,0.26,1
6.85,304.64,1.56,298.0,54.04,4.08,1
7.03,904.35,2.05,115.13,27.94,2.11,1
7.36,248.5,1.71,156.75,71.21,0.57,1
6.85,448.6,2.05,105.47,25.41,2.25,1
8.54,0.0,2.44,321.21,15.53,1.94,1
7.92,645.51,1.28,194.68,93.19,3.38,1
6.92,1055.24,0.7,9.55,61.96,4.51,1
6.85,654.32,1.64,32.84,80.88,0.81,1
8.3,689.35,1.6,357.57,81.49,1.75,1
7.42,432.7,2.68,272.11,7.65,1.1,1
7.88,974.84,0.04,413.67,0.0,0.31,1
8.04,552.97,2.12,215.07,81.61,2.1,1
8.09,989.38,1.18,152.21,78.35,2.8,1
8.48,577.56,0.17,460.3,13.2,2.8,1
7.67,600.24,2.74,134.78,84.6,1.82,1
8.18,656.59,0.7,25.11,0.0,1.52,0
7.43,3.82,2.97,244.19,64.82,2.75,1
7.01,410.64,2.59,221.08,44.88,0.8,1
7.34,0.0,2.87,125.05,43.48,0.09,1
7.57,857.1,0.55,462.83,50.32,4.26,1
8.03,962.88,0.61,85.21,31.82,1.08,0
7.93,605.82,0.0,0.0,36.33,0.95,1
6.68,236.07,1.06,364.48,63.32,0.73,1
6.98,207.07,2.65,17.82,13.7,2.16,1
7.4,416.4,2.4,175.95,0.0,0.48,1
7.4,353.01,1.26,293.64,34.07,3.57,0
8.27,199.96,0.05,75.3,21.24,2.19,1
8.38,172.33,2.0,369.34,24.68,2.7,1
8.09,717.49,1.66,66.6,21.72,4.48,0
7.69,740.87,0.0,344.4,8.48,3.14,1
8.01,0.0,1.6,2.26,83.81,0.91,1
6.94,524.51,0.65,292.25,20.87,0.59,1
7.33,396.27,1.27,497.2,59.44,0.61,1
6.76,568.97,0.0,462.09,3.95,3.45,1
8.3,638.96,2.54,575.58,59.01,1.57,1
7.05,358.91,0.88,288.83,104.72,2.71,1
7.1,765.97,2.23,63.17,65.8,0.96,1
7.27,358.15,1.08,291.69,83.53,4.16,1
7.08,281.81,0.73,383.78,45.47,4.34,1
8.1,704.44,1.5,64.63,44.08,3.3,1
6.59,696.37,2.32,337.7,87.17,3.56,1
6.78,846.26,3.09,184.53,20.74,2.05,1
8.31,227.77,1.11,493.13,67.53,1.12,0
8.18,148.27,0.85,149.05,64.89,0.0,1
7.36,465.34,1.47,157.21,45.91,2.38,1
7.58,760.53,1.09,226.79,57.49,3.79,1
6.89,599.98,2.33,347.16,0.58,0.42,1
8.16,611.54,1.75,498.13,84.5,0.98,1
7.68,204.74,1.18,284.26,0.0,2.69,1
7.46,817.55,1.22,360.62,28.64,0.0,1
6.81,224.6,1.6,310.13,24.11,2.0,1
6.95,478.76,0.66,18.44,72.1,3.69,1
7.03,724.06,0.11,300.29,48.54,1.52,0
7.29,768.16,2.58,276.54,95.32,1.21,1
